15147.33177	0.675	-0.0146875
15147.33227	0.675	-0.0120625
15147.33277	0.675	-0.0128125
15147.33327	0.675	-0.014875
15147.33377	0.675	-0.0145625
15147.33427	0.675	-0.01275
15147.33477	0.675	-0.011
15147.33527	0.675	-0.0099375
15147.33577	0.675	-0.0115625
15147.33627	0.675	-0.0205
15147.33677	0.3726563	-0.0216875
15147.33727	0.3726563	-0.019875
15147.33777	0.3726563	-0.02075
15147.33827	0.3726563	-0.01825
15147.33877	0.3726563	-0.02075
15147.33927	0.3726563	-0.0265
15147.33977	0.3726563	-0.0201875
15147.34027	0.3726563	-0.0178125
15147.34077	0.3726563	-0.0185
15147.34127	0.3726563	-0.0146875
15147.34177	0.2847656	-0.0133125
15147.34227	0.2847656	-0.013875
15147.34277	0.2847656	-0.0145
15147.34327	0.2847656	-0.0135625
15147.34377	0.2847656	-0.012375
15147.34427	0.2847656	-0.0100625
15147.34477	0.2847656	-0.0071875
15147.34527	0.2847656	-0.0128125
15147.34577	0.2847656	-0.0148125
15147.34627	0.2847656	-0.014
15147.34677	0.6609375	-0.0161875
15147.34727	0.6609375	-0.0084375
15147.34777	0.6609375	-0.005125
15147.34827	0.6609375	-0.01
15147.34877	0.6609375	-0.0064375
15147.34927	0.6609375	-0.0024375
15147.34977	0.6609375	-0.0029375
15147.35027	0.6609375	-0.0010625
15147.35077	0.6609375	0.0008125
15147.35127	0.6609375	0.0016875
15147.35177	0.5308594	0.0026875
15147.35227	0.5308594	0.005125
15147.35277	0.5308594	0.0014375
15147.35327	0.5308594	0.0006875
15147.35377	0.5308594	0.0071875
15147.35427	0.5308594	0.0105625
15147.35477	0.5308594	0.0126875
15147.35527	0.5308594	0.0155
15147.35577	0.5308594	0.011
15147.35627	0.5308594	0.0143125
15147.35677	0.2671875	0.0181875
15147.35727	0.2671875	0.0159375
15147.35777	0.2671875	0.01775
15147.35827	0.2671875	0.0220625
15147.35877	0.2671875	0.024875
15147.35927	0.2671875	0.0255
15147.35977	0.2671875	0.02425
15147.36027	0.2671875	0.0229375
15147.36077	0.2671875	0.025
15147.36127	0.2671875	0.032
15147.36177	0.5835938	0.029
15147.36227	0.5835938	0.0244375
15147.36277	0.5835938	0.0250625
15147.36327	0.5835938	0.023625
15147.36377	0.5835938	0.0268125
15147.36427	0.5835938	0.032875
15147.36477	0.5835938	0.028625
15147.36527	0.5835938	0.028125
15147.36577	0.5835938	0.03075
15147.36627	0.5835938	0.026875
15147.36677	0.6644531	0.0245
15147.36727	0.6644531	0.0240625
15147.36777	0.6644531	0.024375
15147.36827	0.6644531	0.0261875
15147.36877	0.6644531	0.0260625
15147.36927	0.6644531	0.0225625
15147.36977	0.6644531	0.015375
15147.37027	0.6644531	0.0198125
15147.37077	0.6644531	0.022125
15147.37127	0.6644531	0.021625
15147.37177	0.2496094	0.02375
15147.37227	0.2496094	0.0169375
15147.37277	0.2496094	0.0151875
15147.37327	0.2496094	0.02175
15147.37377	0.2496094	0.0214375
15147.37427	0.2496094	0.0199375
15147.37477	0.2496094	0.02225
15147.37527	0.2496094	0.0218125
15147.37577	0.2496094	0.0190625
15147.37627	0.2496094	0.0155625
15147.37677	0.3375	0.0148125
15147.37727	0.3375	0.0154375
15147.37777	0.3375	0.021
15147.37827	0.3375	0.021125
15147.37877	0.3375	0.0150625
15147.37927	0.3375	0.012625
15147.37977	0.3375	0.0105625
15147.38027	0.3375	0.0094375
15147.38077	0.3375	0.0185625
15147.38127	0.3375	0.0165625
15147.38177	0.6328125	0.0115625
15147.38227	0.6328125	0.0135
15147.38277	0.6328125	0.0125
15147.38327	0.6328125	0.0095625
15147.38377	0.6328125	0.00975
15147.38427	0.6328125	0.0103125
15147.38477	0.6328125	0.0110625
15147.38527	0.6328125	0.0089375
15147.38577	0.6328125	0.005375
15147.38627	0.6328125	-0.002875
15147.38677	0.3164063	0.0003125
15147.38727	0.3164063	0.005875
15147.38777	0.3164063	0.0065625
15147.38827	0.3164063	0.0066875
15147.38877	0.3164063	0.0043125
15147.38927	0.3164063	-0.002
15147.38977	0.3164063	0.0014375
15147.39027	0.3164063	0.0015625
15147.39077	0.3164063	-0.0026875
15147.39127	0.3164063	-0.002875
15147.39177	0.2003906	-0.0020625
15147.39227	0.2003906	-0.003
15147.39277	0.2003906	-0.00475
15147.39327	0.2003906	-0.00825
15147.39377	0.2003906	-0.0103125
15147.39427	0.2003906	-0.007875
15147.39477	0.2003906	-0.0025625
15147.39527	0.2003906	-0.006625
15147.39577	0.2003906	-0.008625
15147.39627	0.2003906	-0.0083125
15147.39677	0.590625	-0.0116875
15147.39727	0.590625	-0.0053125
15147.39777	0.590625	-0.00025
15147.39827	0.590625	-0.0045
15147.39877	0.590625	-0.0029375
15147.39927	0.590625	-0.00125
15147.39977	0.590625	-0.004375
15147.40027	0.590625	-0.0065
15147.40077	0.590625	-0.0055625
15147.40127	0.590625	-0.00275
15147.40177	0.5167969	-0.0009375
15147.40227	0.5167969	-0.000125
15147.40277	0.5167969	-0.006875
15147.40327	0.5167969	-0.0105625
15147.40377	0.5167969	-0.0080625
15147.40427	0.5167969	-0.00825
15147.40477	0.5167969	-0.0079375
15147.40527	0.5167969	-0.0043125
15147.40577	0.5167969	-0.0096875
15147.40627	0.5167969	-0.0064375
15147.40677	0.2707031	-0.0024375
15147.40727	0.2707031	-0.0065
15147.40777	0.2707031	-0.009125
15147.40827	0.2707031	-0.0073125
15147.40877	0.2707031	-0.00775
15147.40927	0.2707031	-0.009875
15147.40977	0.2707031	-0.0128125
15147.41027	0.2707031	-0.0145625
15147.41077	0.2707031	-0.014125
15147.41127	0.2707031	-0.0054375
15147.41177	0.5941406	-0.0048125
15147.41227	0.5941406	-0.007625
15147.41277	0.5941406	-0.0068125
15147.41327	0.5941406	-0.0090625
15147.41377	0.5941406	-0.006875
15147.41427	0.5941406	0.0006875
15147.41477	0.5941406	-0.0030625
15147.41527	0.5941406	-0.0058125
15147.41577	0.5941406	-0.004625
15147.41627	0.5941406	-0.0066875
15147.41677	0.6996094	-0.0078125
15147.41727	0.6996094	-0.007875
15147.41777	0.6996094	-0.0071875
15147.41827	0.6996094	-0.006
15147.41877	0.6996094	-0.0044375
15147.41927	0.6996094	-0.0055625
15147.41977	0.6996094	-0.0105
15147.42027	0.6996094	-0.00625
15147.42077	0.6996094	-0.0049375
15147.42127	0.6996094	-0.005625
15147.42177	0.3550781	-0.0015
15147.42227	0.3550781	-0.00525
15147.42277	0.3550781	-0.00775
15147.42327	0.3550781	-0.002125
15147.42377	0.3550781	-0.003375
15147.42427	0.3550781	-0.0045625
15147.42477	0.3550781	-0.001625
